"","snp","chr","pos","p"
"54996","rs259225953",2,27928401,0.680299764003023
"54997","rs245474549",6,72266104,0.680310946489775
"54998","rs49240072",17,53747022,0.680320638259765
"54999","rs216295584",9,40896101,0.680356451407909
"55000","rs29123281",12,26398915,0.680360351728768
"55001","rs47348727",11,5462426,0.68041642409151
"55002","rs51683381",1,185395298,0.680434542232642
"55003","rs234916089",7,29366130,0.680450101713892
"55004","rs29584204",13,63277733,0.680453798695272
"55005","cfw-2-130638096",2,130638096,0.680499665429571
"55006","rs257298556",1,155216268,0.680508880562193
"55007","cfw-1-161367148",1,161367148,0.680550438969646
"55008","rs220421800",7,25631258,0.680555005017236
"55009","rs243448477",15,91675504,0.680562823764968
"55010","rs46296763",8,121497017,0.680575486055403
"55011","rs47806299",6,128341302,0.680579682547278
"55012","rs262654246",11,82256373,0.68058884171184
"55013","rs228034476",12,81605157,0.680609928932679
"55014","rs49333137",14,119467285,0.680610572936803
"55015","rs224142037",3,30387264,0.680630858900933
"55016","rs29823601",5,80043489,0.68063881008909
"55017","rs27335316",2,159019603,0.680694054381376
"55018","rs33491723",1,44142060,0.680697586852101
"55019","rs27098326",2,11146053,0.680706608483529
"55020","rs46035535",14,121530803,0.68071269587342
"55021","rs31817038",1,81895341,0.680722045064896
"55022","rs27220662",2,141001306,0.68072915754153
"55023","rs32748072",8,8326757,0.680735750898065
"55024","rs32089951",17,21585533,0.680742212124382
"55025","rs243367660",8,13672711,0.680747536324021
"55026","rs27435713",2,125696422,0.680750158998301
"55027","rs257774547",1,32258339,0.680756410981618
"55028","rs250851629",11,34823153,0.68076447517508
"55029","rs47513447",2,127388344,0.680765649733096
"55030","rs48624007",19,24285180,0.680776751528657
"55031","rs33756118",6,23132736,0.680800993049925
"55032","rs30189096",10,86195388,0.68080258807764
"55033","rs29316553",10,119969187,0.680824702128143
"55034","cfw-7-96569039",7,96569039,0.680851951039224
"55035","rs26848144",11,21653220,0.680859841938399
"55036","rs27988348",2,68244139,0.680880675433595
"55037","rs236513032",13,60649567,0.680884986304636
"55038","rs226152063",10,78260519,0.680906970816095
"55039","rs47023955",3,57632065,0.680907228664063
"55040","rs262809107",1,81731348,0.680909035675653
"55041","rs49562847",13,96003363,0.680914817630787
"55042","rs37352786",6,65706168,0.680932357120508
"55043","cfw-14-120875903",14,120875903,0.680934984308416
"55044","rs38747078",1,34770932,0.680945298980602
"55045","rs48501855",14,34023028,0.680955688919156
"55046","cfw-11-115816683",11,115816683,0.680975610856047
"55047","cfw-6-78019305",6,78019305,0.680991930671668
"55048","rs29549773",13,117872233,0.680992918716217
"55049","rs29808796",3,30387346,0.68099416923339
"55050","rs47057909",2,144785899,0.681001950216616
"55051","rs247505958",2,147164761,0.681030567488569
"55052","cfw-2-26131242",2,26131242,0.681036836473028
"55053","rs52022407",8,33035507,0.681039596261906
"55054","rs46903154",7,16225298,0.681051770997439
"55055","rs47201834",17,36688109,0.681078430894455
"55056","rs38865469",13,20287821,0.681090658682478
"55057","rs30853740",3,94544079,0.681097760198415
"55058","rs245399174",11,17446865,0.681119342995816
"55059","cfw-6-72415883",6,72415883,0.681130238726099
"55060","rs27552175",4,142116430,0.681156694945291
"55061","rs236384357",11,119253063,0.681199099340474
"55062","rs229080156",17,3833293,0.681203199645574
"55063","rs259452095",8,28610721,0.681204119219223
"55064","rs49682428",8,88993553,0.681212987476452
"55065","rs239590077",4,102714168,0.681236229244272
"55066","rs227574139",11,35160814,0.681239035036525
"55067","rs108441213",8,19978643,0.68124302836506
"55068","rs30735614",1,120788983,0.681254012622964
"55069","rs222908161",8,93733068,0.681260348992945
"55070","rs255463169",5,139671793,0.681264456061041
"55071","rs29567404",5,22277023,0.681274470550451
"55072","rs29818001",18,76359179,0.681275548037762
"55073","cfw-9-116366233",9,116366233,0.681281630548831
"55074","cfw-4-120716377",4,120716377,0.681327600530674
"55075","rs50746462",2,155265639,0.681338998504331
"55076","rs29352730",10,8717318,0.681343987969326
"55077","rs31539220",14,76439273,0.681345047636381
"55078","rs51997342",12,113161895,0.68134882061003
"55079","rs249703273",2,66363945,0.681358704692421
"55080","rs49666415",17,30491757,0.681363191900937
"55081","rs6247155",13,54295253,0.681363283075878
"55082","rs47088382",12,13352056,0.68139206946011
"55083","rs30697512",1,119305869,0.681395402189875
"55084","rs36472016",18,60994241,0.681413807639267
"55085","rs48015149",12,116109172,0.68142870929106
"55086","rs215116180",7,28705635,0.68143858974294
"55087","cfw-2-173058674",2,173058674,0.681441033994811
"55088","rs33564406",8,126764695,0.681447154006604
"55089","rs31252053",14,118400310,0.681456501909528
"55090","rs33086986",17,72782651,0.68145912158002
"55091","rs219975427",12,3747535,0.681461408982342
"55092","rs50612668",7,80561815,0.681470027635185
"55093","rs46211386",4,117746044,0.681472956155716
"55094","rs36674958",19,51534289,0.681478978041641
"55095","rs220629411",9,111435596,0.68148468182901
"55096","rs253436971",2,116166908,0.681488121786892
"55097","rs108897204",17,84782005,0.681513784025875
"55098","rs29346440",10,7709029,0.681516406277126
"55099","rs32903031",5,49983516,0.681536288676166
"55100","rs32046148",15,86801980,0.681539550255496
"55101","rs250405571",8,72111028,0.68155163170172
"55102","cfw-2-178791737",2,178791737,0.681558036107083
"55103","rs31472639",14,75464565,0.681570476663504
"55104","rs228127227",1,133564697,0.681576261455274
"55105","rs16816125",8,123200899,0.681583357170626
"55106","rs107996988",1,86821319,0.681588171345876
"55107","rs31710517",1,135847786,0.681603581401526
"55108","rs258229120",7,73281930,0.681613033736846
"55109","rs260278986",12,110665824,0.681633032597319
"55110","cfw-6-114958689",6,114958689,0.681645627216445
"55111","rs36441588",18,63091431,0.681658853930551
"55112","rs212456289",12,12386521,0.681664697353255
"55113","rs49692383",5,92312552,0.681683724578155
"55114","rs27121443",2,21281049,0.681692494866946
"55115","rs31500959",7,75627890,0.681701122789808
"55116","rs257631875",2,32026506,0.681706000837607
"55117","rs254778389",15,101705817,0.681706972970695
"55118","rs47544776",15,19072452,0.681707616294283
"55119","rs49387219",12,108483700,0.681718412782806
"55120","rs37462952",6,131322562,0.681718737336638
"55121","cfw-7-39647382",7,39647382,0.681720230531569
"55122","rs48832067",2,114460353,0.681741857680938
"55123","rs48387293",11,36000629,0.681801079971003
"55124","rs51945772",12,89001107,0.68180210412594
"55125","cfw-15-73727826",15,73727826,0.681813932971599
"55126","rs46435610",13,18395968,0.681814506086616
"55127","rs260748988",4,140451171,0.681818007110997
"55128","rs33647852",2,102591628,0.681818740561891
"55129","cfw-11-104320335",11,104320335,0.681829969927553
"55130","rs37483915",13,20213863,0.6818578908371
"55131","rs37005068",14,69866543,0.681902129523877
"55132","rs51402024",14,34023076,0.681926954286868
"55133","rs244900798",15,37335406,0.681939420660295
"55134","rs31159623",14,116649233,0.681941062526237
"55135","rs229541035",10,84438984,0.681949929250473
"55136","rs33210079",1,193860538,0.681969683841851
"55137","rs217950478",10,99795502,0.681971321644853
"55138","rs47424420",17,36458465,0.681977493214524
"55139","rs27304819",2,159559696,0.681984486308556
"55140","rs32028870",4,29396517,0.682024129451226
"55141","rs27547051",4,138073752,0.682024596584932
"55142","rs49844701",14,85441016,0.682029845802365
"55143","rs215842092",2,92452346,0.682036294637866
"55144","rs237278128",18,70057927,0.682039807875175
"55145","cfw-1-134646710",1,134646710,0.682053923189526
"55146","cfw-6-102282483",6,102282483,0.682078607290637
"55147","cfw-1-136079559",1,136079559,0.682079203713015
"55148","cfw-2-54427237",2,54427237,0.682086316451483
"55149","cfw-11-119138975",11,119138975,0.68210490242543
"55150","rs29454729",11,44987821,0.682113517917116
"55151","rs36266295",6,136863924,0.682114951959022
"55152","rs33536488",17,35963471,0.682138761089434
"55153","rs220865300",10,74427181,0.682141730716082
"55154","rs251542002",14,114957915,0.682156201334964
"55155","rs27325682",2,147737552,0.682165285664111
"55156","rs30096545",10,84554829,0.682181090833143
"55157","cfw-5-52881334",5,52881334,0.682192944975847
"55158","rs31321544",1,132374393,0.682194991271887
"55159","rs236503906",6,71775273,0.682198399786115
"55160","cfw-3-65807847",3,65807847,0.682204977956216
"55161","rs29379314",10,8754101,0.682219352771806
"55162","rs265730155",9,7712782,0.682229292711086
"55163","rs27545693",4,138313411,0.682231558398462
"55164","rs226004376",12,13447523,0.68226003846551
"55165","cfw-8-95372649",8,95372649,0.682261825939037
"55166","rs32005096",1,108771605,0.682266888593501
"55167","rs33239941",2,87949560,0.68226693106891
"55168","rs262482998",11,57636106,0.682268021229504
"55169","rs50187653",12,116093576,0.682276500628864
"55170","cfw-1-68773656",1,68773656,0.682291704815529
"55171","cfw-13-119617362",13,119617362,0.682307114804347
"55172","rs108914994",9,97475033,0.682313986798496
"55173","rs230589245",11,119140302,0.682317141659829
"55174","cfw-7-74324345",7,74324345,0.682349618242707
"55175","rs30226771",8,33544992,0.682366657607208
"55176","cfw-3-53956528",3,53956528,0.682367607713684
"55177","cfw-8-120234044",8,120234044,0.682371914343896
"55178","rs49720650",17,30192800,0.682382138727074
"55179","rs225518527",1,135181533,0.682394008563715
"55180","cfw-3-11982711",3,11982711,0.682414949294154
"55181","rs264692215",11,6001058,0.682438051136958
"55182","cfw-10-61994898",10,61994898,0.68244632351837
"55183","rs47765013",4,138290104,0.682461431307416
"55184","rs27212449",2,27936751,0.682463516653537
"55185","rs29126645",12,112959722,0.68247558276246
"55186","rs50784825",17,44611416,0.682520109410774
"55187","rs29318885",10,124498691,0.68252400398932
"55188","rs30354628",19,30246109,0.682525789055631
"55189","rs108445253",9,121062269,0.682528471434696
"55190","cfw-4-101233182",4,101233182,0.68252882362826
"55191","rs49411011",17,8666704,0.682531860478329
"55192","rs258681452",1,119404609,0.682535848787753
"55193","rs36942585",3,97697809,0.682544742214582
"55194","rs50393513",13,39609909,0.682555567387593
"55195","rs47873062",1,157629327,0.682561131563024
"55196","rs47306713",4,50870379,0.682572796901658
"55197","cfw-6-141050318",6,141050318,0.682615612422229
"55198","rs51737446",2,144907237,0.682638158274385
"55199","rs45736224",2,144907239,0.68264452287563
"55200","rs36554106",3,144123693,0.682651715715878
"55201","rs252971967",9,98812706,0.682655757755083
"55202","rs50623485",6,10217257,0.682660806423241
"55203","rs225662100",2,153595974,0.682675285817957
"55204","cfw-18-60996568",18,60996568,0.682722579963757
"55205","rs33861141",3,120637129,0.682732864529211
"55206","rs32244227",6,145198232,0.682754987421775
"55207","cfw-2-77833458",2,77833458,0.682772092832112
"55208","cfw-2-25737912",2,25737912,0.682774712237176
"55209","rs231290485",2,30145220,0.682781552737678
"55210","rs46900275",10,25233625,0.682792567485842
"55211","cfw-14-59689145",14,59689145,0.682805120879524
"55212","rs45886844",14,73023396,0.682811452637536
"55213","rs258779789",5,73620095,0.682832585657116
"55214","rs32402214",4,149034212,0.682863317781177
"55215","rs29424998",11,89433737,0.682880947247785
"55216","rs263436897",5,25078787,0.682885328471524
"55217","rs265130460",11,27418015,0.682898275899289
"55218","cfw-2-167315056",2,167315056,0.682923176586459
"55219","rs239660798",5,112338670,0.682938829776468
"55220","rs224980211",2,31823439,0.683002823545577
"55221","rs30881914",3,63773820,0.683009447213042
"55222","rs47199564",11,37501656,0.683020700924205
"55223","rs27502767",4,130246848,0.683024563221266
"55224","rs235825925",18,76140621,0.683065043747385
"55225","rs232421008",12,30378105,0.683072481628225
"55226","rs47885021",8,70381821,0.683075872838837
"55227","rs46017187",15,39856449,0.683076745177239
"55228","rs26999930",11,119279957,0.683081799456149
"55229","rs212730862",10,82660254,0.683089357375229
"55230","rs27577038",4,137492847,0.683104139949164
"55231","rs32446145",12,76628916,0.683107797526575
"55232","rs6225872",12,108347371,0.68315160932181
"55233","rs29863532",2,53330887,0.683154572638873
"55234","rs26837538",11,32923316,0.683157888103134
"55235","rs30260189",3,18892034,0.683159888955747
"55236","rs49072889",13,107533364,0.683162993238467
"55237","rs29748571",9,60221932,0.683165462301361
"55238","cfw-4-139606191",4,139606191,0.683194026548364
"55239","rs232073502",12,13591015,0.683224014221331
"55240","rs220779346",9,15873485,0.68323336274333
"55241","cfw-3-83949716",3,83949716,0.683234947060334
"55242","rs50362680",11,119279901,0.683258707938218
"55243","rs254554175",17,48064034,0.683259823437528
"55244","cfw-7-19700366",7,19700366,0.683265601789766
"55245","rs31288617",19,14648726,0.683281235811605
"55246","rs213916188",13,19138083,0.683288872765682
"55247","rs30637904",13,19662517,0.683298958202237
"55248","rs27320339",2,158205788,0.683314770573019
"55249","rs28099050",4,85258843,0.683342917099815
"55250","rs226440407",6,27732611,0.68335522298582
"55251","cfw-11-76239990",11,76239990,0.683367147883715
"55252","cfw-19-10979260",19,10979260,0.683385918338919
"55253","rs27331873",2,164508171,0.683388614373526
"55254","rs29831478",9,96330166,0.683401890180969
"55255","rs258482712",15,38444483,0.683429327150482
"55256","rs218476282",2,156071639,0.683431094811527
"55257","cfw-6-38698148",6,38698148,0.683476608515285
"55258","rs50477832",1,179624328,0.683525169188618
"55259","rs52622933",12,44850748,0.683529852310359
"55260","rs26848844",11,16452079,0.683564712637579
"55261","rs48032700",11,36195384,0.683601283738982
"55262","rs30077849",6,32977439,0.683610293889832
"55263","rs51362807",12,76018956,0.683621259279964
"55264","rs51925211",1,91080051,0.683625877005074
"55265","rs227590321",14,93683434,0.68362619304717
"55266","rs217756637",2,28789513,0.683638976442604
"55267","rs227629561",7,74827617,0.683667100885299
"55268","rs228018402",2,35096679,0.683669149280474
"55269","rs261314465",6,37574064,0.683682357018062
"55270","rs219998399",1,180177369,0.683696328819078
"55271","rs46930758",12,75920782,0.683699988000585
"55272","cfw-1-43301988",1,43301988,0.683724563659731
"55273","rs30109655",13,38892798,0.683730004284465
"55274","rs27478853",4,118478573,0.683746940169935
"55275","rs227050335",11,119687419,0.683764854035956
"55276","rs48786423",8,77738920,0.683774877333873
"55277","rs51802864",15,86794512,0.683794516241804
"55278","cfw-6-31253392",6,31253392,0.683815223052394
"55279","cfw-5-72382307",5,72382307,0.683828635210878
"55280","rs261985336",3,115985461,0.68383124063574
"55281","rs29503675",2,127328548,0.683845674423714
"55282","rs240561021",11,112134920,0.683866262717962
"55283","cfw-11-19734743",11,19734743,0.683870949306973
"55284","cfw-16-32088900",16,32088900,0.683901345977458
"55285","rs30876629",7,19341926,0.683913975823059
"55286","rs31352210",14,94556966,0.683926426738265
"55287","rs31359344",1,143262887,0.683928785759907
"55288","rs226942516",15,82069253,0.683934424249984
"55289","rs27626749",4,140088363,0.683941320717295
"55290","rs228034314",2,12257709,0.683972946807815
"55291","rs32097371",15,100760658,0.683973725505947
"55292","rs241226789",11,98295083,0.683978786675251
"55293","cfw-5-127235386",5,127235386,0.683985381524043
"55294","cfw-16-91630773",16,91630773,0.683991002875215
"55295","rs50453031",19,29983556,0.684020163435166
"55296","rs48393480",8,35362349,0.68402435088704
"55297","rs47686781",13,19339866,0.684076196958392
"55298","rs32828284",8,72197124,0.684131986954983
